Title,FullText,Author,Url,Date
"Juventus Merana Lawan Real Madrid, Tudor: 10 Pemain Minta Diganti","KOMPAS.com— PelatihJuventus,Igor Tudor, tetap memberikan apresiasi atas kerja keras para pemainnya meski harus mengakui keunggulan Real Madrid dalam laga 16 besarPiala Dunia Antarklub 2025. Juventus tersingkir setelah kalah 0-1 dari Los Blancos dalam pertandingan yang berlangsung di Stadion Hard Rock, Miami, Rabu (2/7/2025) dini hari WIB. Gol tunggal dalam lagaReal Madrid vs Juventusini dicetak oleh striker muda Real Madrid, Gonzalo Garcia, pada menit ke-54. Sundulan terarah pemain jebolan akademi Madrid tersebut menjadi pembeda dalam pertandingan yang berlangsung dengan dominasi mutlak dari sang raksasa Spanyol. Meski kalah, Tudor menilai timnya telah menjalankan strategi yang dirancang dengan baik untuk menghadapi lawan yang secara kualitas berada di level atas. “Saya harus memberikan pujian kepada para pemain. Kami menjalankan rencana yang telah kami siapkan sebelum pertandingan. Kami tahu siapa yang kami hadapi, dan mereka memberikan segalanya di lapangan,” ujar Tudor kepada media selepas laga, seperti dikutip dari Tuttomercato. Baca juga:Hasil Real Madrid Vs Juventus 1-0: Tandukan Garcia, Assist Trent, Mbappe Comeback Tudor mengungkapkan bahwa intensitas permainan membuat banyak pemainnya kelelahan hingga meminta untuk diganti. “Ada sepuluh pemain yang meminta untuk diganti. Salah satunya bahkan terlihat kesakitan di belakang dan saya khawatir dia cedera. Saya ingin melakukan perubahan agar kami bisa bermain lebih ofensif, tapi saya juga tidak ingin kehilangan satu pemain karena cedera."" ""Saya ucapkan selamat kepada para pemain, mereka sudah memberikan segalanya melawan tim level atas,” jelasnya. Secara statistik, Real Madrid mendominasi jalannya pertandingan. Mereka menguasai 57 persen penguasaan bola, melepaskan 21 tembakan, dan menciptakan lima peluang besar. Sebaliknya, Juventus hanya membalas dengan enam tembakan dan satu peluang bersih. Salah satu penampilan menonjol di kubu Juventus datang dari penjaga gawang Michele Di Gregorio, yang melakukan 10 penyelamatan penting dan mencegah kekalahan lebih telak, termasuk menggagalkan peluang emas dari Federico Valverde dan Jude Bellingham. Baca juga:Real Madrid Dominasi Juventus, Valverde Ungkap Sukses Formula Xabi Hasil ini menjadi kekalahan kedua beruntun Juventus di turnamen setelah sebelumnya ditaklukkan Manchester City 2-5 di laga terakhir fase grup. Namun, Tudor menegaskan bahwa pendekatan dalam laga melawan Real Madrid berbeda dari pertandingan sebelumnya. “Itu dua pertandingan dengan konteks berbeda. Laga melawan City tidak menentukan apa-apa. Tapi kali ini, laga melawan Madrid sangat penting. Kami mempersiapkannya secara berbeda. Kami tahu Real tim yang kuat, tapi kami tetap memiliki beberapa peluang,” ungkap Tudor. “Kami menderita, tapi itu adalah bagian dari pertandingan. Saya sudah mengucapkan selamat kepada para pemain,” pungkas pelatih asal Kroasia itu. Dengan kekalahan ini, Juventus resmi tersingkir dari Piala Dunia Antarklub 2025, sementara Real Madrid melangkah ke perempat final dan akan menghadapi pemenang laga Borussia Dortmund vs Monterrey. ",Penulis tidak ditemukan,https://bola.kompas.com/read/2025/07/02/05505428/juventus-merana-lawan-real-madrid-tudor-10-pemain-minta-diganti,"Kompas.com- 02/07/2025, 05:50 WIB"
Pemilik HP Xiaomi Ini Jangan Buru-buru Update HyperOS,"KOMPAS.com- Pengguna HPXiaomitipe ini jangan terburu-buru melakukanupdatesistem operasi (OS)HyperOSke versi terbaru. Pasalnya, sejumlah pengguna melaporkan pembaruan OS menimbulkan masalah layarblankdan berubah menjadi layar hitam ataublack screen bug. Menurut laporan komunitasXiaomitime, insiden layar hitam ini dialami pengguna Xiaomi 12T yang baru saja memperbarui OS ponsel mereka. Laporan menyebut, ada dua versifirmwareOS yang diduga menjadi penyebab masalahblack screen bugtersebut, yakni HyperOS versi OS2.0.5.0.VLQIDXM dan OS2.0.7.0.VLQMIXM. Keduafirmwareini sebelumnya sudah diluncurkan secara terbatas ke sebagian pengguna sebagai bagian dari tahap awal distribusi. Namun, setelah laporan soal gangguan layar hitam muncul, Xiaomi langsung mengeluarkan laporanbugresmi dan menghentikan sementara penyebaran kedua versi OS tersebut. Xiaomi menyebut, penghentian sementara ini dilakukan guna mencegah kerusakan lebih lanjut pada perangkat pengguna. Baca juga:19 HP Xiaomi yang Kebagian HyperOS 2.2 Selain itu, keputusan ini juga diklaim sejalan dengan komitmen perusahaan terhadap kualitas produk dan kepuasan pelanggan Xiaomi. Di Indonesia, Xiaomi juga merilis Xiaomi 12T versi 5G pada 2022 lalu. Kendati demikian, Xiaomi tidak memberi penjelasan lebih lanjut wilayah mana saja yang kena dampak. Berdasarkan temuan awal tim Xiaomi, disebutkan bahwa perangkat HP yang mengalami masalah layar hitam setelahupdateOS ini diduga karena pernah melakukan penggantian layar di luarservice centerresmi Xiaomi. Tim menyebut, setidaknya ada dua unit perangkat yang dipastikan bermasalah karena sudah melakukan modifikasi perangkat dengan menganti komponen layarnya di luar toko resmi Xiaomi. Ada juga satu unit perangkat lain yang dilaporkan masih dalam proses pemeriksaan internal untuk memastikan lebih lanjut penyebabblack screen bugtersebut, sebagaimana dirangkumKompasTeknodari lamanXiaomitime, Selasa (1/7/2025). Saat ini, tim Xiaomi sendiri dikabarkan masih melakukan analisis lebih lanjut untuk menentukan apakah benar ada hubungan langsung antara penggunaan komponen yang tidak resmi dengan masalah layar hitam tersebut. Pihak Xiaomi mengimbau pengguna ponsel Xiaomi 12T supaya lebih berhati-hati setiap akan melakukan pembaruan HyperOS. Baca juga:57 HP dan Tablet Xiaomi, Redmi, dan Poco yang Diprediksi Kebagian HyperOS 3 Perusahaan meminta penggunanya untuk mencari pembaruan sistem yang terverifikasi, seperti mengunduhfirmwareOS hanya dari sumber terpercaya seperti HyperOSUpdates.com. Selain itu, bagi pengguna Xiaomi 12T yang kedapatan kendala serupa, dianjurkan untuk menghubungi saluran dukungan resmi Xiaomi guna mendapatkan bantuan yang dipersonalisasi. Perusahaan juga merekomendasikan pengguna untuk mengunduh aplikasi MemeOS Enhancer melalui Google Play Store. Aplikasi tersebut diklaim mampu menawarkan fitur tambahan untuk mengakses ke fungsi Xiaomi tertentu dan mengoptimalkan sistem perangkat menjadi lebih baik.",Penulis tidak ditemukan,https://tekno.kompas.com/read/2025/07/01/14040037/pemilik-hp-xiaomi-ini-jangan-buru-buru-update-hyperos,"Kompas.com- 01/07/2025, 14:04 WIB"
Jawaban Rendah Hati Gonzalo Garcia Usai Disamakan dengan Raul Gonzalez," KOMPAS.com—Gonzalo Garciakembali menjadi sorotan seusai mencetak gol kemenanganReal Madridatas Juventus dalam laga 16 besarPiala Dunia Antarklub 2025. Namun, bukan hanya golnya di laga Real Madrid vs Juventus yang menarik perhatian, melainkan juga komentar pelatihXabi Alonsoyang menyamakan Garcia dengan legenda hidup Los Blancos, Raul Gonzalez. Gonzalo Garcia menjadi penentu kemenangan 1-0 Real Madrid atas Juventus pada pertandingan yang berlangsung di Stadion Hard Rock, Miami, Rabu (2/7/2025) dini hari WIB. Sundulan terarahnya pada menit ke-54, memanfaatkan umpan silang Trent Alexander-Arnold, menjadi satu-satunya gol dalam laga tersebut dan membawa Real Madrid ke perempat final. Pemain lulusan akademi Madrid tersebut kini telah mengoleksi tiga gol dari empat penampilan di turnamen. Baca juga:Gonzalo Garcia Bicara Usai Bawa Real Madrid Tumbangkan Juventus Sebelumnya, Garcia mencetak gol ke gawang Al Hilal dan Red Bull Salzburg serta menyumbangkan satu assist kala Madrid menang atas Pachuca. Penampilan impresif itu membuat pelatih Xabi Alonso menyebut Garcia sebagai penyerang klasik yang mengingatkannya pada Raul Gonzalez, salah satu penyerang tersukses dalam sejarah klub. Raul mencetak 323 gol dari 741 laga bersama Real Madrid dalam karier yang membentang selama 16 tahun. “Saya sudah mengikuti penampilannya sejak di Castilla. Apa yang ia lakukan bukan kejutan,” kata Alonso seusai laga. “Dia adalah tipikal nomor 9 yang tahu bagaimana bergerak, menunggu peluang, dan memanfaatkannya. Dia mengingatkan saya pada Raul—selalu berada di posisi yang tepat dan terus berjuang menciptakan peluang. ” ujar pelatih asal Spanyol itu. ""Kami butuh lebih banyak pemain seperti dia."" Baca juga:Hasil Real Madrid Vs Juventus 1-0: Tandukan Garcia, Assist Trent, Mbappe Comeback Menanggapi pujian tersebut, Garcia memberikan respons dengan nada rendah hati. “Itu pujian yang luar biasa dan sangat berarti bagi saya. Saya pernah dua tahun bekerja di bawah asuhan Raul sebagai pelatih, dan dibandingkan dengannya tentu lebih dari sekadar penghargaan,” kata Garcia kepada awak media, usai laga kontra Real Madrid. Garcia juga mengungkapkan kebahagiaannya bisa mencetak gol penting dalam laga krusial seperti ini. “Saya sangat senang dengan gol ini, tapi yang lebih penting adalah kemenangan tim dan bagaimana kami bertarung hingga akhir,” ujarnya. “Kami tahu sejak awal laga akan berjalan ketat. Kami bermain dengan tempo tinggi dan terus mencoba menekan dan masuk ke kotak penalti untuk menciptakan peluang,” tambahnya. Mengenai gol sundulannya, Garcia mengatakan: “Saya selalu mencoba berada di kotak penalti. Entah mencetak gol dengan kepala, lutut, atau bagian tubuh lainnya, yang penting adalah berada di sana dan siap.” Los Blancos selanjutnya akan menghadapi pemenang antara Borussia Dortmund dan Monterrey pada babak perempat final. ",Penulis tidak ditemukan,https://bola.kompas.com/read/2025/07/02/04525458/jawaban-rendah-hati-gonzalo-garcia-usai-disamakan-dengan-raul-gonzalez,"Kompas.com- 02/07/2025, 04:52 WIB"
"Steam Gelar Pesta Diskon, Harga Game Dipangkas hingga 95 Persen","KOMPAS.com- Platform distribusigamePC bikinan Valve,Steammenggelar pestadiskonrutin untuk musim panas (periode musim di bulan Juni - Agustus di AS) tahun ini. Gebyar diskon yang dijuluki ""Steam Summer Sale 2025"" tersebut menghadirkan potongan harga hingga 95 persen untuk game-game PC favorit. Dua di antaranya sepertiBorderlands 3yang kini dijual Rp 22.750 (diskon 95 persen dari Rp 555.000) danJurassic World Evolution 2yang dibanderol Rp 22.499 (diskon 95 persen dari Rp 449.999). Kemudian ada game petualanganMarvel's Guardians of the Galaxydan game hororLittle Nightmares IIyang sedang didiskon 90 persen. Masing-masing game ini dijual seharga Rp 65.100 dan Rp 29.900. Baca juga:Xbox PC Bisa Akses Game Steam Langsung Tanpa Pindah Aplikasi Selain diskon 90 persen, Valve juga menghadirkan diskon 70-80 persen untuk beberapa game papan atas alias ""AAA"" di Steam Summer Sale 2025. Beberapa di antaranya sepertiDead Island 2dengan harga Rp 160.200,Hogwarts Legacydengan harga Rp 199.750,Red Dead Redemption IIdengan harga Rp 219.750, hingga EASports FC 25dengan harga Rp 47.800. Selengkapnya, simak daftar 20 game menarik yang didiskon 70-95 persen di ajang Steam Summer Sale 2025, sebagaimana dirangkumKompasTeknodariSteamStore, Selasa (1/7/2025). Perlu dicatat, game-game ini hanya akan didiskon pada periode Steam Summer Sale 2025 saja, yaitu mulai 26 Juni 2025 hingga 11 Juli 2025 pukul 00.00 WIB. Setelah waktu tersebut, harga game akan kembali normal. Baca juga:Game Sepak Bola EA Sports FC 25 Diobral di Steam, Harga Jadi Rp 40.000-an",Penulis tidak ditemukan,https://tekno.kompas.com/read/2025/07/01/18320017/steam-gelar-pesta-diskon-harga-game-dipangkas-hingga-95-persen,"Kompas.com- 01/07/2025, 18:32 WIB"
"Jika The Fed Turunkan Suku Bunga, Harga Bitcoin (BTC) Berpotensi Tembus Rekor","JAKARTA, KOMPAS.com– HargaBitcoin(BTC) yang kini berada di kisaran 108.000 dollar AS atau sekitar Rp 1,782 miliar berpotensi naik lebih tinggi jika bank sentral Amerika Serikat, The Fed, benar-benar menurunkan suku bunga lebih cepat dari perkiraan. Skenario ini mendorong euforia pasar, tetapi juga meningkatkan potensi volatilitas di pasar aset berisiko. Kondisi ini terjadi setelah indeks saham Amerika Serikat, yakni S&P 500 dan Nasdaq, mencetak rekor tertinggi baru pada penutupan Jumat lalu. Optimisme pasar kembali menguat, dipicu oleh negosiasi perdagangan AS dengan mitra global seperti Kanada dan China, serta ekspektasi pemangkasan suku bunga oleh The Fed. Baca juga:Dollar AS Dekati Titik Terendah dalam 3,5 Tahun, Sinyal Pasar Tak Lagi Percaya Trump dan The Fed? S&P 500 tercatat naik sekitar 10,6 persen sepanjang kuartal II 2025, sementara Nasdaq melonjak sekitar 17,8 persen, didorong sentimen positif dari sektor teknologi. Fahmi Almuttaqin, analis dari Reku, menyebut keputusan Kanada mencabut pajak digital untuk perusahaan teknologi turut menjadi katalis positif. ""Selain itu, ekspektasi bahwa The Fed akan menurunkan suku bunga pada September atau bahkan Juli jika tekanan inflasi mereda, mendorong investor mengalokasikan aset ke saham-saham dengan potensi pertumbuhan tinggi seperti sektor teknologi,"" ujarnya, dikutip Rabu (2/7/2025). Namun, ia mengingatkan bahwa valuasi saat ini relatif tinggi dan ketidakpastian kebijakan Donald Trump jika terpilih kembali bisa menambah risiko. ""Perkembangan makroekonomi seperti data ketenagakerjaan dan inflasi, serta pernyataan pejabat The Fed, tetap menjadi kunci arah pasar ke depan,"" katanya. Baca juga:Bitcoin Melesat, Dekati Rekor Tertinggi di Tengah Sinyal Pemangkasan Suku Bunga AS Momentum optimisme tersebut juga merembet ke pasar aset digital. Pemangkasan suku bunga dinilai akan meningkatkan likuiditas dan mendorong masuknya dana ke kripto. ""Bitcoin yang kini diperdagangkan di kisaran 108.000 dollar AS sudah mencerminkan antusiasme investor terhadap reli saham. Namun, investor kripto tetap harus waspada terhadap kemungkinan koreksi akibat ketidakpastian tarif AS atau data ekonomi yang tidak sesuai ekspektasi,"" ujar Fahmi. Di sisi lain, dinamika politik turut menjadi perhatian pelaku pasar. Presiden Donald Trump menyatakan tengah menyiapkan daftar kandidat pengganti Ketua The Fed Jerome Powell. Baca juga:Institusi Besar Terus Akumulasi Bitcoin, BlackRock dan Fidelity Borong BTC Senilai Rp 8,5 Triliun Beberapa nama yang muncul seperti Kevin Warsh, Christopher Waller, Scott Bessent, Kevin Hassett, dan David Malpass dikenal berpandangan dovish atau cenderung mendukung pelonggaran moneter. “Trump bahkan dikabarkan menulis catatan pribadi kepada Powell agar menurunkan suku bunga drastis ke sekitar satu persen. Ia menilai suku bunga tinggi telah merugikan ekonomi AS secara signifikan,” kata Fahmi. Meski posisi Powell tidak bisa dicopot secara sepihak, Trump disebut bisa memanfaatkan kekosongan kursi Dewan Gubernur The Fed, seperti yang akan ditinggalkan Adriana Kugler pada Januari 2026, untuk menunjuk figur yang sejalan dengan pandangannya. “Strategi ini dikenal sebagai shadow chair, yaitu mengumumkan pengganti sebelum masa jabatan resmi berakhir. Langkah ini bisa memicu ketidakpastian arah kebijakan moneter dan meningkatkan volatilitas di pasar keuangan global,” tambah Fahmi. Baca juga:Koperasi Merah Putih Jangan Bermain di Bitcoin",Penulis tidak ditemukan,https://money.kompas.com/read/2025/07/02/070000826/jika-the-fed-turunkan-suku-bunga-harga-bitcoin-btc-berpotensi-tembus-rekor,"Kompas.com- 02/07/2025, 07:00 WIB"
3 Nama yang Dibantah Dasco Bakal Jadi Calon Dubes RI untuk AS,"JAKARTA, KOMPAS.com- Wakil KetuaDPRSufmi Dasco Ahmadmengungkap, Presiden Prabowo Subianto akan mengirim surat ke DPR yang berisi nama calon Duta Besar (Dubes) Indonesia untuk Amerika Serikat (AS) pada Rabu (2/7/2025). Hal tersebut disampaikannya usai melepas Prabowo yang akan melawat ke Arab Saudi dan Brazil di Lanud Halim Perdanakusuma, Jakarta, Selasa (1/7/2025). Dalam kesempatan yang sama, wartawan pun bertanya kepada Dasco, soal isu nama mantan Menteri Perdagangan (Mendag) Muhammad Lutfi yang diajukan Prabowo jadi calonDubes Indonesiauntuk AS. Baca juga:DPR Harap Prabowo Kirim Calon Dubes yang Paham Situasi Geopolitik Namun, Ketua Harian DPP Partai Gerindra itu membantah nama tersebut dan menyerahkan proses selanjutnya kepada Komisi I DPR. ""Bukan, bukan, bukan. Nanti besok biar Komisi I, ini ada pimpinan Komisi I akan menjelaskan kepada pers terhadap duta besar negara sahabat yang dikirim oleh pemerintah kepada DPR,"" jelas Dasco. Dasco melanjutkan, nama calon Dubes Indonesia untuk AS dan negara sahabat lainnya bakal diproses melalui mekanisme yang ada. Sebab, jangka waktu pada masa sidang DPR kali ini pendek. ""Kita akan usahakan secepatnya, agar dapat segera dilantik pada selesai masa sidang yang saat ini,"" ujar Dasco. Baca juga:Menlu Janji Serahkan Nama Calon Dubes AS dan Sejumlah Negara ke DPR Pekan Ini Lutfi sendiri merupakan mantan Mendag pada era Presiden Joko Widodo (Jokowi). Ia pernah menduduki posisi Dubes Indonesia untuk AS pada 14 September hingga 23 Desember 2020. Sebelum membantah nama Lutfi, Dasco juga membantah dua nama yang diisukan menjadi calon Dubes Indonesia untuk AS. Dua nama itu adalah Marty Natalegawa dan Mari Elka Pangestu. ""Yang pasti dua-duanya bukan,"" tegas Dasco saat ditemui di Kompleks Parlemen, Jakarta, Kamis (26/6/2025). Baca juga:Dubes RI di AS dan Sejumlah Negara Kosong, Menlu: Ini Kesalahan Kami… Dasco menegaskan, DPR akan segera menindaklanjuti usulan calon Dubes Indonesia untuk AS dari pemerintah sesuai dengan mekanisme yang berlaku. ""Dan dari usulan yang disampaikan pemerintah, dalam waktu yang secepatnya karena kita baru masuk dari masa sidang, kita akan segera proses,"" kata Dasco Marty Natalegawa sendiri merupakan Menteri Luar Negeri (Menlu) pada era pemerintahan Presiden Susilo Bambang Yudhoyono (SBY). Ia menjadi Menlu sejak 22 Oktober 2009 hingga 20 Oktober 2014. Sebelum ditunjuk sebagai Menlu, Marty Natalegawa merupakan Duta Besar Indonesia untuk Britania Raya pada 11 November 2005 sampai 7 September 2007. Baca juga:Siapa Marty Natalegawa? yang Dibantah Dasco Jadi Calon Dubes RI di AS Sedangkan Mari Elka Pangestu merupakan sosok yang pernah menduduki posisi Mendag serta Menteri Pariwisata dan Ekonomi Kreatif pada era Presiden SBY. Kini, Mari Elka Pangestu merupakan Wakil Ketua Dewan Ekonomi Nasional di era Presiden Prabowo Subianto. Diketahui, posisi Dubes Indonesia untuk AS sudah kosong hampir dua tahun. Rosan Roeslani menjadi nama terakhir yang menduduki posisi Dubes Indonesia untuk AS di KBRI Washington DC. Baca juga:Pimpinan MPR Yakin Prabowo Sudah Punya Sosok Terbaik Calon Dubes RI untuk AS Sejak 17 Juli 2023, Rosan ditarik Presiden Joko Widodo (Jokowi) saat itu untuk menempati jabatan Wakil Menteri BUMN. Pemerintah sendiri disebut telah mengantongi nama bakal calon Dubes Indonesia untuk AS. Wakil Menteri Sekretaris Negara (Wamensesneg) Bambang Eko Suhariyanto mengungkapkan, nama-nama bakal calon Dubes Indonesia untuk AS memiliki latar belakang diplomat hingga politikus.",Penulis tidak ditemukan,https://nasional.kompas.com/read/2025/07/02/08160641/3-nama-yang-dibantah-dasco-bakal-jadi-calon-dubes-ri-untuk-as,"Kompas.com- 02/07/2025, 08:16 WIB"
"Tarif Ojol Naik 8-15 Persen, Gojek Buka Suara","KOMPAS.com- GoTo, indukaplikasitransportasion-demandGojek, buka suara soal kebijakankenaikan tarif ojek online(ojol) roda dua sebesar 8 persen - 15 persen dari Kementerian Perhubungan (Kemenhub). Menurut GoTo, perusahaannya masih melakukan kajian lebih lanjut bersama pihak terkait. ""Saat ini kami sedang melakukan kajian menyeluruh bersama kementerian untuk memastikan bahwa keputusan yang diambil membawa dampak positif bagi keseluruhan ekosistem,"" kata Ade Mulya, Director of Public Affairs and Communications GoTo dalam ketrangan resmi yang diterima KompasTekno, Rabu (2/7/2025). Ade Mulya juga menegaskan bahwa Gojek berkomitmen memberikan tarif yang kompetitif dan sesuai regulasi. Tingkat daya beli masyarakat juga menjadi salah satu poin pertimbangan perusahaan dalam menentukan tarif. Baca juga:Tarif Gojek dan Grab Naik 8-10 Persen, Kemenhub: Aplikator Sudah Sepakat Berbagai upaya itu diklaim dilakukan demi menjaga keberlanjutan ekosistem dan mendukung penghasilan mita driver dalam jangka panjang. ""Kami akan terus berkoordinasi dan bekerjasama dengan pemerintah dalam menjalankan kebijakan yang sesuai dengan aturan yang berlaku,"" ujar Ade. Selain Gojek,KompasTeknojuga sudah menghubungi perusahaan penyedia layanan transportasi online lainnya seperti Grab, tetapi belum mendapat tanggapan. Adapun kebijakan penyesuaian tarif ini diungkap oleh Direktur Jenderal Perhubungan Darat Kemenhub, Aan Suhanan, dalam rapat kerja (raker) dengan Komisi V DPR RI pada Senin, 30 Juni 2025. Kenaikan tarif ini merupakan respon terhadap aksi demonstrasi para pengemudi ojol pada 20 Mei 2025 lalu. Dalam aksi itu, para driver meminta adanya peninjauan ulang sistem tarif penumpang dan penghapusan sejumlah program seperti Aceng dan Slot. Menurut Aan, pihaknya telah menelaah tuntutan para pengemudi ojol secara menyeluruh. Hasil pembahasan tersebut sudah rampung dan tinggal menunggu implementasi. “Dan kami sampaikan kepada Ketua (Komisi V DPR RI), untuk tuntutan terkait dengan tarif, kami sudah melakukan pengkajian dan sudah final untuk perubahan tarif, terutama roda dua,” kata Aan dalam rapat kerja tersebut. Baca juga:Ojol Gelar Aksi Demo Hari Ini, Berikut Tuntutannya Kenaikan tarif ini diberlakukan berdasarkan pembagian wilayah ke dalam tiga zona, yakni Zona I, Zona II, dan Zona III. “Itu ada beberapa kenaikan, ini yang sudah kami buat, kami kaji, sesuai dengan Zona yang sudah ditentukan. Bervariasi, kenaikan tersebut ada 15 persen, ada 8 persen, tergantung dari zona yang kita tentukan. Ada tiga Zona, Zona I, Zona II, Zona III,” jelas dia. Meski keputusan kenaikan tarif telah diambil, penerapannya masih menunggu koordinasi lebih lanjut dengan pihak aplikator atau perusahaan layanan transportasi online. Aan memastikan bahwa para aplikator sudah sepakat secara prinsip. “Dan ini proses masih kami teruskan, besok kami akan memanggil, tapi pada prinsipnya kenaikan tarif ini sudah disetujui oleh aplikator, namun untuk memastikan kami akan panggil aplikator terkait dengan kenaikan tarif ini,” ujarnya.",Penulis tidak ditemukan,https://tekno.kompas.com/read/2025/07/02/09080057/tarif-ojol-naik-8-15-persen-gojek-buka-suara,"Kompas.com- 02/07/2025, 09:08 WIB"
"Profil Kim Jong Suk, Model Brand Make Up Terkenal Korea Selatan yang Meninggal Dunia","JAKARTA, KOMPAS.com-Kim Jong Sukadalah model asal Korea Selatan. Kim Jong Suk dikenal sebagai model untuk brand make up Dashu. Namun, pada 4 Juni 2025,Kim Jong Suk meninggaldunia. Kabar ini disampaikan oleh teman Kim Jong Suk pada Kamis (5/6/2025) di media sosial. Baca juga:Model Kim Jong Suk Meninggal Dunia ""Saudaraku. Hatiku hancur berkeping-keping ketika aku diberi tahu bahwa kau telah tiada,"" tulis rekan mendiang Kim Jong Suk yang namanya tidak diungkapkan di media. ""Aku masih tidak percaya bahwa aku tidak akan pernah bisa melihat wajahmu yang tersenyum lagi selama sisa hidupku,"" lanjut pernyataan teman Kim Jong Suk. Kim Jong Suk memulai karier sebagai model untuk foto daring tahun 2014. Dia kemudian dikenal sebagai model utama untuk merek kosmetik pria DASHU. Baca juga:Model Kim Jong Suk Meninggal Dunia di Usia 29 Tahun Kim Jong Suk pernah muncul dalam acara realitas kencan tvN, The Skip Dating, pada tahun 2022, yang kala itu dipandu oleh Yoo Jae Suk, Jeon So Min, dan Nucksa. Sementara itu, ia terakhir mengunggah Shorts di YouTube pada November 2024. Upacara pemakaman Kim Jong Suk akan dilaksanakan di Maru Park Funeral Hall, Hanam, Gyeonggi, pada Jumat (6/6/2025) pagi. Sementara itu, jenazah Kim Jong Suk akan dimakamkan di Chuncheon Rest Home dan Yanggu Bong-an Park. Sampai saat ini, penyebab meninggalnya mendiang Kim Jong Suk masih belum diketahui.",Penulis tidak ditemukan,https://entertainment.kompas.com/read/2025/06/07/104342066/profil-kim-jong-suk-model-brand-make-up-terkenal-korea-selatan-yang,"Kompas.com- 07/06/2025, 10:43 WIB"
Ini Dia Pemenang Vindes Bahkan Voli 2,"JAKARTA, KOMPAS.com -Tim The Musicians menang VindesBahkan Voli2 melawan D'Komika di Mahaka Square, Jakarta Utara, Sabtu (31/5/2025) malam. Tim musisi mengalahkan tim komika dengan skor 3-1. Pada set pertama, tak disangka tim komika unggul 25-18. Penyanyi Nyoman Paul menunjukkan kemampuannya bermain voli. Kemudian pada set kedua, The Musicians kembali unggul (25-20). Pertandingan berlangsung seru karena beberapa kali skor mereka kejar-kejaran. Dari tim komika, Oki Rengga berhasil melemparkan pukulan tajam. Namun, usaha itu tak membuat tim komika menang. Pada set 3, D'Komika akhirnya mengejar ketertinggalan dan unggul dengan skor 14-25. Pertandingan kembali sengit pada set keempat karena kedua tim menunjukkan permainan terbaiknya. Skor sempat kejar-kejaran, tetapi akhirmya tim musisi menang 25-22.",Penulis tidak ditemukan,https://entertainment.kompas.com/read/2025/05/31/231700566/ini-dia-pemenang-vindes-bahkan-voli-2,"Kompas.com- 31/05/2025, 23:17 WIB"
"Sahrul Gunawan Putuskan Tak Tambah Anak, Istri Sempat Minta Maaf","JAKARTA, KOMPAS.com –Aktor sekaligus mantan Wakil Bupati Bandung,Sahrul Gunawan, memutuskan untuk tidak lagi menambah momongan dalam pernikahan keduanya denganDine Mutiara Aziz. Keputusan tersebut bukan tanpa alasan, melainkan hasil dari pertimbangan kondisi kesehatan sang istri dan faktor usia. Dalam pernyataannya di program Rumpi yang tayang Selasa (20/5/2025), Sahrul mengungkap bahwa keinginan memiliki anak sempat muncul di awal pernikahan. Baca juga:Sahrul Gunawan Kubur Impian Tambah Momongan karena Kondisi Istri ""Di awal-awal pernikahan, aku kepengin banget,"" ujar Sahrul. Namun seiring berjalannya waktu, ia merasa perlu bersikap realistis. Anak-anak dari pernikahan sebelumnya pun kini sudah tumbuh besar dan hidup terpisah darinya. Baca juga:Istri Menangis Tak Bisa Wujudkan Keinginan Tambah Anak, Sahrul Gunawan: Enggak Apa-apa, Udah Takdir ""Tapi udah berjalannya waktu, kayaknya realistis aja,"" tambahnya. Keputusan untuk tidak menambah anak juga didasari oleh pertimbangan medis. Sahrul menyadari bahwa kondisi kesehatan istrinya tak memungkinkan untuk menjalani kehamilan. ""Di samping memang ada alasan kesehatan juga,"" ucapnya. Baca juga:Fuad Baradja Jin dan Jun Meninggal Dunia, Riwayat Penyakit dan Duka Sahrul Gunawan ""Karena kalau dipaksakan, nanti enggak akan bagus juga,"" lanjutnya menjelaskan. Meski demikian, Sahrul tidak menutup mata terhadap perasaan sang istri. Dine Mutiara disebutnya sempat merasa bersalah karena belum bisa memberikan keturunan dalam pernikahan mereka. ""'Aduh maaf ya sayang, aku enggak bisa kasih anak',"" kata Sahrul, menirukan ucapan Dine yang disampaikan dengan linangan air mata. Menurut Sahrul, Dine kerap tersentuh saat membahas anak-anak. Baca juga:Tanggapi Hasil Pilkada Kabupaten Bandung 2024, Sahrul Gunawan: Saya Sudah Siap Menang dan Kalah",Penulis tidak ditemukan,https://entertainment.kompas.com/read/2025/05/20/120523366/sahrul-gunawan-putuskan-tak-tambah-anak-istri-sempat-minta-maaf,"Kompas.com- 20/05/2025, 12:05 WIB"
